"","pathway_name","complex_ID","pathway_ID","top_level_pathway_ID","top_level_pathway_name","species"
"1517","TICAM1-dependent activation of IRF3/IRF7","R-HSA-166272","R-HSA-9013973","R-HSA-168256","Immune System","Homo sapiens (Human)"
"1518","TICAM1, RIP1-mediated IKK complex recruitment","R-HSA-1234116","R-HSA-168927","R-HSA-168256","Immune System","Homo sapiens (Human)"
"1519","TICAM1,TRAF6-dependent induction of TAK1 complex","R-HSA-167985","R-HSA-9014325","R-HSA-168256","Immune System","Homo sapiens (Human)"
"1520","Tie2 Signaling","R-HSA-109783","R-HSA-210993","R-HSA-109582","Hemostasis","Homo sapiens (Human)"
"1521","Tight junction interactions","R-COV-9698418","R-HSA-420029","R-HSA-1500931","Cell-Cell communication","Human SARS coronavirus"
"1522","Tight junction interactions","R-HSA-419976","R-HSA-420029","R-HSA-1500931","Cell-Cell communication","Homo sapiens (Human)"
"1523","TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway","R-HSA-199402","R-HSA-5676594","R-HSA-168256","Immune System","Homo sapiens (Human)"
"1524","TNF signaling","R-HSA-1251963","R-HSA-75893","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1525","TNFR1-induced NFkappaB signaling pathway",NA,NA,NA,NA,NA
"1526","TNFR1-induced proapoptotic signaling","R-HSA-140935","R-HSA-5357786","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1527","TNFR2 non-canonical NF-kB pathway","R-HSA-199402","R-HSA-5668541","R-HSA-168256","Immune System","Homo sapiens (Human)"
"1528","TNFs bind their physiological receptors","R-HSA-5669095","R-HSA-5669034","R-HSA-168256","Immune System","Homo sapiens (Human)"
"1529","Toll Like Receptor 10 (TLR10) Cascade","R-HSA-188112","R-HSA-168142","R-HSA-168256","Immune System","Homo sapiens (Human)"
"1530","Toll Like Receptor 2 (TLR2) Cascade",NA,NA,NA,NA,NA
"1531","Toll Like Receptor 3 (TLR3) Cascade","R-HSA-167985","R-HSA-168164","R-HSA-168256","Immune System","Homo sapiens (Human)"
"1532","Toll Like Receptor 4 (TLR4) Cascade","R-HSA-166013","R-HSA-166016","R-HSA-168256","Immune System","Homo sapiens (Human)"
"1533","Toll Like Receptor 5 (TLR5) Cascade","R-HSA-188027","R-HSA-168176","R-HSA-168256","Immune System","Homo sapiens (Human)"
"1534","Toll Like Receptor 7/8 (TLR7/8) Cascade","R-HSA-1679575","R-HSA-168181","R-HSA-168256","Immune System","Homo sapiens (Human)"
"1535","Toll Like Receptor 9 (TLR9) Cascade","R-HSA-1679087","R-HSA-168138","R-HSA-168256","Immune System","Homo sapiens (Human)"
"1536","Toll Like Receptor TLR1:TLR2 Cascade","R-HSA-168946","R-HSA-168179","R-HSA-168256","Immune System","Homo sapiens (Human)"
"1537","Toll Like Receptor TLR1:TLR2 Cascade","R-NME-180817","R-HSA-168179","R-HSA-168256","Immune System","Neisseria meningitidis serogroup B"
"1538","Toll Like Receptor TLR6:TLR2 Cascade","R-HSA-168949","R-HSA-168188","R-HSA-168256","Immune System","Homo sapiens (Human)"
"1539","Toll-like Receptor Cascades",NA,NA,NA,NA,NA
"1540","TP53 Regulates Metabolic Genes","R-ALL-9865384","R-HSA-5628897","R-HSA-74160","Gene expression (Transcription)","General (all species)"
"1541","TP53 Regulates Metabolic Genes","R-HSA-164303","R-HSA-5628897","R-HSA-74160","Gene expression (Transcription)","Homo sapiens (Human)"
"1542","TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain","R-HSA-3222171","R-HSA-6804115","R-HSA-74160","Gene expression (Transcription)","Homo sapiens (Human)"
"1543","TP53 Regulates Transcription of Caspase Activators and Caspases","R-HSA-3222171","R-HSA-6803207","R-HSA-74160","Gene expression (Transcription)","Homo sapiens (Human)"
"1544","TP53 Regulates Transcription of Cell Cycle Genes",NA,NA,NA,NA,NA
"1545","TP53 Regulates Transcription of Cell Death Genes",NA,NA,NA,NA,NA
"1546","TP53 Regulates Transcription of Death Receptors and Ligands","R-HSA-3222171","R-HSA-6803211","R-HSA-74160","Gene expression (Transcription)","Homo sapiens (Human)"
"1547","TP53 Regulates Transcription of DNA Repair Genes","R-HSA-109631","R-HSA-6796648","R-HSA-74160","Gene expression (Transcription)","Homo sapiens (Human)"
"1548","TP53 Regulates Transcription of Genes Involved in Cytochrome C Release","R-HSA-3222171","R-HSA-6803204","R-HSA-74160","Gene expression (Transcription)","Homo sapiens (Human)"
"1549","TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest","R-HSA-141608","R-HSA-6804116","R-HSA-74160","Gene expression (Transcription)","Homo sapiens (Human)"
"1550","TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest","R-HSA-3215149","R-HSA-6804114","R-HSA-74160","Gene expression (Transcription)","Homo sapiens (Human)"
"1551","TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain","R-HSA-3222171","R-HSA-6803205","R-HSA-74160","Gene expression (Transcription)","Homo sapiens (Human)"
"1552","TRAF3-dependent IRF activation pathway","R-HSA-1027359","R-HSA-918233","R-HSA-168256","Immune System","Homo sapiens (Human)"
"1553","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation","R-HSA-166867","R-HSA-975138","R-HSA-168256","Immune System","Homo sapiens (Human)"
"1554","TRAF6 mediated IRF7 activation","R-HSA-1027360","R-HSA-933541","R-HSA-168256","Immune System","Homo sapiens (Human)"
"1555","TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling","R-HSA-1678924","R-HSA-975110","R-HSA-168256","Immune System","Homo sapiens (Human)"
"1556","TRAF6 mediated NF-kB activation","R-ALL-879479","R-HSA-933542","R-HSA-168256","Immune System","General (all species)"
"1557","TRAF6 mediated NF-kB activation","R-HSA-168113","R-HSA-933542","R-HSA-168256","Immune System","Homo sapiens (Human)"
"1558","TRAF6-mediated induction of TAK1 complex within TLR4 complex","R-HSA-166163","R-HSA-937072","R-HSA-168256","Immune System","Homo sapiens (Human)"
"1559","Trafficking and processing of endosomal TLR","R-HSA-1678913","R-HSA-1679131","R-HSA-168256","Immune System","Homo sapiens (Human)"
"1560","Trafficking of AMPA receptors","R-HSA-399696","R-HSA-399719","R-HSA-112316","Neuronal System","Homo sapiens (Human)"
"1561","Trafficking of GluR2-containing AMPA receptors","R-HSA-139828","R-HSA-416993","R-HSA-112316","Neuronal System","Homo sapiens (Human)"
"1562","trans-Golgi Network Vesicle Budding","R-HSA-199981","R-HSA-199992","R-HSA-5653656","Vesicle-mediated transport","Homo sapiens (Human)"
"1563","Transcription of E2F targets under negative control by DREAM complex","R-HSA-1226088","R-HSA-1362277","R-HSA-1640170","Cell Cycle","Homo sapiens (Human)"
"1564","Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1","R-HSA-1226088","R-HSA-1362300","R-HSA-1640170","Cell Cycle","Homo sapiens (Human)"
"1565","Transcription of the HIV genome","R-HIV-175124","R-HSA-167172","R-HSA-1643685","Disease","Human Immunodeficiency Virus"
"1566","Transcription of the HIV genome","R-HSA-109626","R-HSA-167172","R-HSA-1643685","Disease","Homo sapiens (Human)"
"1567","Transcription-Coupled Nucleotide Excision Repair (TC-NER)","R-HSA-109634","R-HSA-6781827","R-HSA-73894","DNA Repair","Homo sapiens (Human)"
"1568","Transcriptional activation of mitochondrial biogenesis","R-HSA-111904","R-HSA-2151201","R-HSA-1852241","Organelle biogenesis and maintenance","Homo sapiens (Human)"
"1569","Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer",NA,NA,NA,NA,NA
"1570","Transcriptional Regulation by E2F6","R-HSA-212285","R-HSA-8953750","R-HSA-74160","Gene expression (Transcription)","Homo sapiens (Human)"
"1571","Transcriptional Regulation by MECP2","R-HSA-9006521","R-HSA-8986944","R-HSA-74160","Gene expression (Transcription)","Homo sapiens (Human)"
"1572","Transcriptional regulation by RUNX1",NA,NA,NA,NA,NA
"1573","Transcriptional regulation by RUNX2","R-HSA-113844","R-HSA-8878166","R-HSA-74160","Gene expression (Transcription)","Homo sapiens (Human)"
"1574","Transcriptional regulation by RUNX3",NA,NA,NA,NA,NA
"1575","Transcriptional regulation by small RNAs","R-HSA-113401","R-HSA-5578749","R-HSA-74160","Gene expression (Transcription)","Homo sapiens (Human)"
"1576","Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors","R-HSA-8864382","R-HSA-8864260","R-HSA-74160","Gene expression (Transcription)","Homo sapiens (Human)"
"1577","Transcriptional Regulation by TP53",NA,NA,NA,NA,NA
"1578","Transcriptional Regulation by VENTX","R-HSA-174109","R-HSA-8853884","R-HSA-74160","Gene expression (Transcription)","Homo sapiens (Human)"
"1579","Transcriptional regulation of granulopoiesis","R-HSA-1112525","R-HSA-9616222","R-HSA-1266738","Developmental Biology","Homo sapiens (Human)"
"1580","Transcriptional regulation of pluripotent stem cells","R-HSA-1112525","R-HSA-452723","R-HSA-1266738","Developmental Biology","Homo sapiens (Human)"
"1581","Transcriptional regulation of testis differentiation","R-HSA-9690386","R-HSA-9690406","R-HSA-1266738","Developmental Biology","Homo sapiens (Human)"
"1582","Transcriptional regulation of white adipocyte differentiation","R-HSA-194047","R-HSA-381340","R-HSA-1266738","Developmental Biology","Homo sapiens (Human)"
"1583","Transferrin endocytosis and recycling","R-HSA-5252081","R-HSA-917977","R-HSA-382551","Transport of small molecules","Homo sapiens (Human)"
"1584","Translation",NA,NA,NA,NA,NA
"1585","Translation initiation complex formation","R-HSA-156804","R-HSA-72649","R-HSA-392499","Metabolism of proteins","Homo sapiens (Human)"
"1586","Translation of Replicase and Assembly of the Replication Transcription Complex","R-COV-9686003","R-HSA-9679504","R-HSA-1643685","Disease","Human SARS coronavirus"
"1587","Translation of Replicase and Assembly of the Replication Transcription Complex","R-HSA-5683632","R-HSA-9679504","R-HSA-1643685","Disease","Homo sapiens (Human)"
"1588","Translation of Structural Proteins",NA,NA,NA,NA,NA
"1589","Translesion Synthesis by POLH","R-HSA-110288","R-HSA-110320","R-HSA-73894","DNA Repair","Homo sapiens (Human)"
"1590","Translesion synthesis by POLI","R-HSA-110279","R-HSA-5656121","R-HSA-73894","DNA Repair","Homo sapiens (Human)"
"1591","Translesion synthesis by POLK","R-HSA-110279","R-HSA-5655862","R-HSA-73894","DNA Repair","Homo sapiens (Human)"
"1592","Translesion synthesis by REV1","R-HSA-110279","R-HSA-110312","R-HSA-73894","DNA Repair","Homo sapiens (Human)"
"1593","Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template",NA,NA,NA,NA,NA
"1594","Translocation of SLC2A4 (GLUT4) to the plasma membrane","R-HSA-1445124","R-HSA-1445148","R-HSA-5653656","Vesicle-mediated transport","Homo sapiens (Human)"
"1595","Translocation of ZAP-70 to Immunological synapse","R-HSA-198183","R-HSA-202430","R-HSA-168256","Immune System","Homo sapiens (Human)"
"1596","Transmission across Chemical Synapses",NA,NA,NA,NA,NA
"1597","Transport of bile salts and organic acids, metal ions and amine compounds",NA,NA,NA,NA,NA
"1598","Transport of connexons to the plasma membrane","R-HSA-112301","R-HSA-190872","R-HSA-5653656","Vesicle-mediated transport","Homo sapiens (Human)"
"1599","Transport of inorganic cations/anions and amino acids/oligopeptides",NA,NA,NA,NA,NA
"1600","Transport of Mature mRNA derived from an Intron-Containing Transcript","R-HSA-113815","R-HSA-159236","R-HSA-8953854","Metabolism of RNA","Homo sapiens (Human)"
"1601","Transport of Mature mRNA Derived from an Intronless Transcript","R-HSA-112167","R-HSA-159231","R-HSA-8953854","Metabolism of RNA","Homo sapiens (Human)"
"1602","Transport of Mature mRNAs Derived from Intronless Transcripts",NA,NA,NA,NA,NA
"1603","Transport of Mature Transcript to Cytoplasm",NA,NA,NA,NA,NA
"1604","Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane","R-HSA-5250197","R-HSA-83936","R-HSA-382551","Transport of small molecules","Homo sapiens (Human)"
"1605","Transport of organic anions",NA,NA,NA,NA,NA
"1606","Transport of Ribonucleoproteins into the Host Nucleus","R-FLU-188846","R-HSA-168271","R-HSA-1643685","Disease","Influenza A virus"
"1607","Transport of Ribonucleoproteins into the Host Nucleus","R-HSA-157689","R-HSA-168271","R-HSA-1643685","Disease","Homo sapiens (Human)"
"1608","Transport of small molecules",NA,NA,NA,"Transport of small molecules",NA
"1609","Transport of the SLBP Dependant Mature mRNA","R-HSA-111682","R-HSA-159230","R-HSA-8953854","Metabolism of RNA","Homo sapiens (Human)"
"1610","Transport of the SLBP independent Mature mRNA","R-HSA-156959","R-HSA-159227","R-HSA-8953854","Metabolism of RNA","Homo sapiens (Human)"
"1611","Transport of vitamins, nucleosides, and related molecules","R-HSA-5359005","R-HSA-425397","R-HSA-382551","Transport of small molecules","Homo sapiens (Human)"
"1612","Transport to the Golgi and subsequent modification","R-HSA-1017219","R-HSA-948021","R-HSA-392499","Metabolism of proteins","Homo sapiens (Human)"
"1613","TRIF-mediated programmed cell death","R-HSA-139950","R-HSA-2562578","R-HSA-168256","Immune System","Homo sapiens (Human)"
"1614","TRIF(TICAM1)-mediated TLR4 signaling ",NA,NA,NA,NA,NA
"1615","Triglyceride biosynthesis","R-HSA-200109","R-HSA-75109","R-HSA-1430728","Metabolism","Homo sapiens (Human)"
"1616","Triglyceride catabolism","R-HSA-163435","R-HSA-163560","R-HSA-1430728","Metabolism","Homo sapiens (Human)"
"1617","Triglyceride metabolism",NA,NA,NA,NA,NA
"1618","Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA","R-HSA-429971","R-HSA-450513","R-HSA-8953854","Metabolism of RNA","Homo sapiens (Human)"
"1619","tRNA Aminoacylation",NA,NA,NA,NA,NA
"1620","tRNA modification in the nucleus and cytosol","R-HSA-6782302","R-HSA-6782315","R-HSA-8953854","Metabolism of RNA","Homo sapiens (Human)"
"1621","tRNA processing",NA,NA,NA,NA,NA
"1622","tRNA processing in the nucleus","R-HSA-157689","R-HSA-6784531","R-HSA-8953854","Metabolism of RNA","Homo sapiens (Human)"
"1623","TRP channels","R-HSA-5218870","R-HSA-3295583","R-HSA-382551","Transport of small molecules","Homo sapiens (Human)"
"1624","Truncations of AMER1 destabilize the destruction complex","R-HSA-196206","R-HSA-5467348","R-HSA-1643685","Disease","Homo sapiens (Human)"
"1625","Tryptophan catabolism","R-HSA-198580","R-HSA-71240","R-HSA-1430728","Metabolism","Homo sapiens (Human)"
"1626","Type I hemidesmosome assembly","R-HSA-215997","R-HSA-446107","R-HSA-1500931","Cell-Cell communication","Homo sapiens (Human)"
"1627","Ub-specific processing proteases","R-HSA-2167883","R-HSA-5689880","R-HSA-392499","Metabolism of proteins","Homo sapiens (Human)"
"1628","Ubiquitin Mediated Degradation of Phosphorylated Cdc25A",NA,NA,NA,NA,NA
"1629","Ubiquitin-dependent degradation of Cyclin D","R-HSA-113844","R-HSA-75815","R-HSA-1640170","Cell Cycle","Homo sapiens (Human)"
"1630","UCH proteinases","R-HSA-170841","R-HSA-5689603","R-HSA-392499","Metabolism of proteins","Homo sapiens (Human)"
"1631","Unblocking of NMDA receptors, glutamate binding and activation","R-HSA-3928507","R-HSA-438066","R-HSA-112316","Neuronal System","Homo sapiens (Human)"
"1632","Unfolded Protein Response (UPR)",NA,NA,NA,NA,NA
"1633","Unwinding of DNA","R-HSA-176949","R-HSA-176974","R-HSA-1640170","Cell Cycle","Homo sapiens (Human)"
"1634","Unwinding of DNA","R-HSA-176949","R-HSA-176974","R-HSA-69306","DNA Replication","Homo sapiens (Human)"
"1635","Uptake and actions of bacterial toxins",NA,NA,NA,NA,NA
"1636","Uptake and function of anthrax toxins","R-BAN-5205716","R-HSA-5210891","R-HSA-1643685","Disease","Bacillus anthracis"
"1637","Uptake and function of anthrax toxins","R-HSA-3229180","R-HSA-5210891","R-HSA-1643685","Disease","Homo sapiens (Human)"
"1638","Uptake of dietary cobalamins into enterocytes","R-ALL-3132775","R-HSA-9758881","R-HSA-1430728","Metabolism","General (all species)"
"1639","Uptake of dietary cobalamins into enterocytes","R-HSA-1604683","R-HSA-9758881","R-HSA-1430728","Metabolism","Homo sapiens (Human)"
"1640","Urea cycle","R-HSA-452013","R-HSA-70635","R-HSA-1430728","Metabolism","Homo sapiens (Human)"
"1641","Vasopressin regulates renal water homeostasis via Aquaporins","R-HSA-111922","R-HSA-432040","R-HSA-382551","Transport of small molecules","Homo sapiens (Human)"
"1642","VEGFA-VEGFR2 Pathway","R-HSA-170993","R-HSA-4420097","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1643","VEGFR2 mediated cell proliferation","R-HSA-109783","R-HSA-5218921","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1644","VEGFR2 mediated vascular permeability","R-COV-9694702","R-HSA-5218920","R-HSA-162582","Signal Transduction","Human SARS coronavirus"
"1645","VEGFR2 mediated vascular permeability","R-HSA-1497830","R-HSA-5218920","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1646","Vesicle-mediated transport",NA,NA,NA,"Vesicle-mediated transport",NA
"1647","Vif-mediated degradation of APOBEC3G","R-HSA-180539","R-HSA-180585","R-HSA-1643685","Disease","Homo sapiens (Human)"
"1648","Viral Messenger RNA Synthesis","R-FLU-192703","R-HSA-168325","R-HSA-1643685","Disease","Influenza A virus"
"1649","Viral Messenger RNA Synthesis","R-HSA-109631","R-HSA-168325","R-HSA-1643685","Disease","Homo sapiens (Human)"
"1650","Viral mRNA Translation","R-FLU-192631","R-HSA-192823","R-HSA-1643685","Disease","Influenza A virus"
"1651","Viral mRNA Translation","R-HSA-72392","R-HSA-192823","R-HSA-1643685","Disease","Homo sapiens (Human)"
"1652","Visual phototransduction",NA,NA,NA,NA,NA
"1653","Vitamin B5 (pantothenate) metabolism","R-HSA-196965","R-HSA-199220","R-HSA-1430728","Metabolism","Homo sapiens (Human)"
"1654","Vitamin D (calciferol) metabolism","R-HSA-209892","R-HSA-196791","R-HSA-1430728","Metabolism","Homo sapiens (Human)"
"1655","VLDLR internalisation and degradation","R-HSA-177480","R-HSA-8866427","R-HSA-382551","Transport of small molecules","Homo sapiens (Human)"
"1656","Voltage gated Potassium channels","R-HSA-1297370","R-HSA-1296072","R-HSA-112316","Neuronal System","Homo sapiens (Human)"
"1657","Vpr-mediated nuclear import of PICs","R-HIV-177528","R-HSA-180910","R-HSA-1643685","Disease","Human Immunodeficiency Virus"
"1658","Vpr-mediated nuclear import of PICs","R-HSA-157689","R-HSA-180910","R-HSA-1643685","Disease","Homo sapiens (Human)"
"1659","Vpu mediated degradation of CD4","R-HSA-180530","R-HSA-180534","R-HSA-1643685","Disease","Homo sapiens (Human)"
"1660","VxPx cargo-targeting to cilium","R-HSA-5620917","R-HSA-5620916","R-HSA-1852241","Organelle biogenesis and maintenance","Homo sapiens (Human)"
"1661","WNT ligand biogenesis and trafficking","R-HSA-3247737","R-HSA-3238698","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1662","WNT5:FZD7-mediated leishmania damping","R-HSA-442641","R-HSA-9673324","R-HSA-1643685","Disease","Homo sapiens (Human)"
"1663","WNT5A-dependent internalization of FZD2, FZD5 and ROR2","R-HSA-167712","R-HSA-5140745","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1664","WNT5A-dependent internalization of FZD4","R-HSA-139828","R-HSA-5099900","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1665","XBP1(S) activates chaperone genes",NA,NA,NA,NA,NA
"1666","Xenobiotics","R-HSA-8936835","R-HSA-211981","R-HSA-1430728","Metabolism","Homo sapiens (Human)"
"1667","YAP1- and WWTR1 (TAZ)-stimulated gene expression","R-HSA-2032762","R-HSA-2032785","R-HSA-74160","Gene expression (Transcription)","Homo sapiens (Human)"
